id,title,year,runtime,genre,imdb_rating,metascore,num_votes,gross
tt1405365,Celeste & Jesse,2012,92 min,"Comedy, Drama, Romance",6.6,59,32187,$3.09M
tt0072251,Stoppt die Todesfahrt der U-Bahn 1-2-3,1974,104 min,"Action, Crime, Thriller",7.6,68,32169,$2.49M
tt5635086,God's Own Country,2017,104 min,"Drama, Romance",7.6,85,32166,$0.34M
tt4068576,The Nightingale,2018,136 min,"Adventure, Drama, Thriller",7.3,77,32163,$0.39M
tt0092699,Broadcast News - Nachrichtenfieber,1987,133 min,"Comedy, Drama, Romance",7.2,84,32154,$51.25M
tt1324059,Wake Up Sid,2009,138 min,"Comedy, Drama, Romance",7.6,NA,32153,$0.72M
tt0414853,Der tierisch verrückte Bauernhof,2006,90 min,"Animation, Adventure, Comedy",5.6,42,32149,$72.78M
tt10521092,Die Schlacht um die Schelde,2020,124 min,"Drama, War",7.1,NA,32143,NA
tt0383010,Die Stooges - Drei Vollpfosten drehen ab,2012,92 min,"Comedy, Family",5.1,56,32135,$44.34M
tt0117039,Michael Collins,1996,133 min,"Biography, Drama, Thriller",7.1,60,32132,$11.09M
tt1285009,The Strangers: Opfernacht,2018,85 min,Horror,5.2,48,32126,$24.43M
tt0109303,Explosiv - Blown Away,1994,121 min,"Action, Crime, Drama",6.2,NA,32099,$30.16M
tt4986098,Titan - Evolve or Die,2018,97 min,"Drama, Mystery, Romance",4.8,33,32092,NA
tt0419843,Im Land der Frauen,2007,97 min,"Comedy, Drama, Romance",6.4,47,32080,$11.04M
tt0040724,Panik am roten Fluß,1948,92 min,"Drama, Western",7.8,NA,32076,NA
tt0303714,Barbershop - Ein haarscharfes Viertel,2002,102 min,"Comedy, Drama",6.3,66,32069,$75.78M
tt0180734,Hardball,2001,106 min,"Comedy, Drama, Sport",6.4,48,32060,$40.22M
tt3606888,"Bob, der Streuner",2016,103 min,"Biography, Drama, Family",7.3,54,32059,$0.04M
tt1174730,Meet the Rizzos,2009,104 min,"Comedy, Drama",7.4,66,31948,$6.67M
tt0408777,Die fetten Jahre sind vorbei,2004,127 min,"Drama, Romance",7.4,68,31911,$0.18M
tt0114194,God's Army - Die letzte Schlacht,1995,98 min,"Action, Crime, Drama",6.4,44,31894,$16.12M
tt4547194,I Kill Giants,2017,106 min,"Drama, Fantasy, Thriller",6.1,74,31882,NA
tt0300532,Blue Crush,2002,104 min,"Drama, Romance, Sport",5.7,61,31878,$40.39M
tt0422401,Hatchet,2006,93 min,"Comedy, Horror, Thriller",5.6,57,31874,$0.16M
tt0110657,Karate Kid 4 - Die nächste Generation,1994,107 min,"Action, Drama, Family",4.5,36,31863,$8.91M
tt0350261,Ein ungezähmtes Leben,2005,108 min,"Drama, Family, Romance",7,49,31833,$8.59M
tt0098105,Police Academy 6 - Widerstand zwecklos,1989,84 min,"Comedy, Crime",4.4,16,31833,$11.57M
tt1174954,Resident Evil - Degeneration,2008,97 min,"Animation, Action, Horror",6.4,NA,31827,NA
tt7547410,Dora und die goldene Stadt,2019,102 min,"Action, Adventure, Comedy",6.1,63,31815,$60.48M
tt7098658,Raazi,2018,138 min,"Action, Drama, Thriller",7.7,NA,31786,NA
tt0117894,Stephen Kings Thinner - Der Fluch,1996,93 min,"Fantasy, Horror",5.8,33,31780,$15.17M
tt0069768,Die Schlacht um den Planet der Affen,1973,93 min,"Action, Sci-Fi",5.4,40,31770,$8.84M
tt3760922,My Big Fat Greek Wedding 2,2016,94 min,"Comedy, Romance",6,37,31759,$59.69M
tt9086228,Gretel & Hansel,2020,87 min,"Fantasy, Horror, Mystery",5.5,64,31736,$15.35M
tt8242084,Der Spion von nebenan,2020,99 min,"Action, Comedy",6.3,46,31730,NA
tt0046876,Der Schrecken vom Amazonas,1954,79 min,"Horror, Sci-Fi",6.9,68,31698,$1.30M
tt0285462,Boat Trip,2002,94 min,Comedy,4.9,18,31688,$8.59M
tt5867314,The Empty Man,2020,137 min,"Drama, Horror, Mystery",6.2,NA,31679,NA
tt0106770,Dragon - Die Bruce Lee Story,1993,120 min,"Action, Biography, Drama",7,69,31664,$35.11M
tt1645155,Die Logan Verschwörung,2012,100 min,"Action, Thriller",6,34,31641,NA
tt2404181,Dido Elizabeth Belle,2013,100 min,"Biography, Drama, Romance",7.3,64,31635,$10.73M
tt0313792,Anything Else,2003,108 min,"Comedy, Romance",6.3,43,31632,$3.20M
tt0357507,Boogeyman - Der schwarze Mann,2005,89 min,"Drama, Horror, Mystery",4.1,32,31600,$46.75M
tt0083284,Flucht oder Sieg,1981,116 min,"Drama, Sport, War",6.6,57,31592,$10.85M
tt0062467,"Warte, bis es dunkel ist",1967,108 min,Thriller,7.7,81,31588,$17.55M
tt0078908,Die Brut,1979,92 min,"Horror, Sci-Fi",6.8,63,31583,NA
tt0113987,Nixon - Der Untergang eines Präsidenten,1995,192 min,"Biography, Drama, History",7.1,66,31582,$13.56M
tt0119731,Mord im Weißen Haus,1997,107 min,"Action, Crime, Drama",6.1,47,31577,$25.83M
tt0388980,Das größte Spiel seines Lebens,2005,120 min,"Biography, Drama, Sport",7.4,55,31564,$15.33M
tt0841044,Zwei Tage Paris,2007,96 min,"Comedy, Drama, Romance",6.7,67,31564,$4.43M
tt0120684,Gods and Monsters,1998,105 min,"Biography, Drama",7.3,74,31548,$6.39M
tt0260991,JSA - Joint Security Area,2000,110 min,"Action, Drama, Thriller",7.7,58,31539,NA
tt0100054,Herr der Fliegen,1990,90 min,"Adventure, Drama, Thriller",6.4,49,31537,$13.99M
tt0100419,So ein Satansbraten,1990,81 min,"Comedy, Family",5.4,27,31536,$53.47M
tt1598642,Z for Zachariah - Das letzte Kapitel der Menschheit,2015,98 min,"Drama, Romance, Sci-Fi",6,68,31523,$0.12M
tt2101569,In Your Eyes,2014,106 min,"Fantasy, Romance",6.9,NA,31516,NA
tt2317225,The Machine,2013,91 min,"Action, Drama, Sci-Fi",6,52,31509,NA
tt0326856,Neid,2004,99 min,Comedy,4.8,31,31502,$12.18M
tt0479528,Rogue - Im falschen Revier,2007,89 min,"Action, Drama, Horror",6.2,NA,31496,$0.01M
tt14549466,Crimes of the Future,2022,107 min,"Drama, Horror, Sci-Fi",5.9,67,31483,NA
tt2378281,Plötzlich Vater,2013,115 min,"Comedy, Drama",7.5,55,31488,$44.47M
tt0284978,Cypher,2002,95 min,"Mystery, Sci-Fi, Thriller",6.7,NA,31482,NA
tt0119472,Knockin' on Heaven's Door,1997,87 min,"Action, Crime, Comedy",7.8,NA,31481,$0.00M
tt7721800,Bharat,2019,150 min,"Action, Comedy, Drama",4.7,NA,31462,$2.97M
tt0068767,Todesgrüße aus Shanghai,1972,106 min,"Action, Drama, Romance",7.2,68,31461,$1.29M
tt1456941,"Tomorrow, When the War Began",2010,104 min,"Action, Adventure, Drama",6.1,54,31437,NA
tt0065571,Der große Irrtum,1970,113 min,Drama,7.9,100,31430,$0.54M
tt6455162,Bhool Bhulaiyaa 2,2022,143 min,"Comedy, Drama, Horror",5.7,NA,31428,NA
tt2494280,Stretch,2014,94 min,"Comedy, Crime",6.5,NA,31425,NA
tt0079833,Die Jäger des Cagliostro,1979,100 min,"Animation, Action, Adventure",7.6,72,31419,NA
tt7242142,Blindspotting,2018,95 min,"Comedy, Crime, Drama",7.4,77,31413,$4.33M
tt0104029,Cronos,1992,94 min,"Drama, Fantasy, Horror",6.7,70,31392,$0.62M
tt15501640,Drishyam 2,2022,140 min,"Crime, Drama, Mystery",8.3,NA,31386,NA
tt0104254,FernGully - Christa und Zaks Abenteuer im Regenwald,1992,76 min,"Animation, Adventure, Family",6.5,67,31386,$24.65M
tt12908110,Mr. Harrigan's Phone,2022,104 min,"Drama, Horror, Mystery",6,55,31370,NA
tt0308383,Der menschliche Makel,2003,106 min,"Drama, Romance, Thriller",6.2,57,31369,$5.38M
tt3289728,Equals - Euch gehört die Zukunft,2015,101 min,"Drama, Romance, Sci-Fi",6,43,31354,$0.03M
tt0097223,Die Zeit der Zigeuner,1988,142 min,"Comedy, Crime, Drama",8.1,NA,31352,$0.28M
tt0119250,Hana-bi - Feuerblume,1997,103 min,"Crime, Drama, Romance",7.7,NA,31351,$0.23M
tt3317234,"Game Over, Man!",2018,101 min,"Action, Comedy",5.4,32,31341,NA
tt5501104,Border,2018,110 min,"Crime, Drama, Fantasy",7,75,31331,$0.77M
tt3416744,The End of the Tour,2015,106 min,"Biography, Drama",7.2,82,31309,$2.99M
tt12618926,Parallele Mütter,2021,123 min,Drama,7.1,88,31297,NA
tt0235737,The Salton Sea,2002,103 min,"Crime, Drama, Mystery",7,41,31285,$0.76M
tt0096794,Always - Der Feuerengel von Montana,1989,122 min,"Drama, Fantasy, Romance",6.4,50,31265,$43.86M
tt8356942,The 355,2022,122 min,"Action, Thriller",5.5,40,31256,NA
tt0040525,Die Lady von Shanghai,1947,81 min,"Crime, Drama, Film-Noir",7.5,NA,31244,$0.01M
tt0055018,Schloß des Schreckens,1961,100 min,Horror,7.8,88,31237,$2.62M
tt0050105,Die große Liebe meines Lebens,1957,115 min,"Drama, Romance",7.4,71,31233,NA
tt1232783,Schön bis in den Tod,2009,101 min,"Horror, Mystery",5.1,24,31226,$11.96M
tt0385705,The Football Factory,2004,91 min,"Crime, Drama, Sport",6.8,NA,31214,NA
tt0270846,Superbabies: Baby Geniuses 2,2004,88 min,"Comedy, Family, Sci-Fi",1.5,9,31202,$9.11M
tt0436331,Friends with Money,2006,88 min,"Comedy, Drama, Romance",5.8,68,31173,$13.37M
tt3276924,Die Entführung von Bus 657,2015,93 min,"Action, Crime, Drama",6.1,37,31161,NA
tt0078966,Das China-Syndrom,1979,122 min,"Drama, Thriller",7.4,81,31155,$51.72M
tt0913354,Armored,2009,88 min,"Action, Crime, Thriller",5.7,50,31142,$15.99M
tt4434004,Udta Punjab,2016,148 min,"Action, Crime, Drama",7.7,NA,31133,NA
tt0465203,Them,2006,77 min,"Horror, Thriller",6.4,60,31120,NA
tt1327035,Dev.D,2009,144 min,"Comedy, Drama, Romance",7.9,NA,31119,$0.01M
tt0488085,Big Nothing,2006,86 min,"Comedy, Crime, Thriller",6.7,NA,31117,NA
tt0785035,Ong Bak 2,2008,98 min,Action,6.2,47,31115,$0.10M
tt0114168,Powder,1995,111 min,"Drama, Fantasy, Mystery",6.6,NA,31114,$30.86M
tt9196192,Mignonnes,2020,96 min,Drama,3.6,67,31112,NA
tt0455957,Goyas Geister,2006,113 min,"Biography, Drama, History",6.9,52,31110,$1.00M
tt0103594,1492 - Die Eroberung des Paradieses,1992,154 min,"Adventure, Biography, Drama",6.4,47,31102,$7.19M
tt0050419,Ein süßer Fratz,1957,103 min,"Comedy, Musical, Romance",7,75,31096,NA
tt0842929,Paranoid Park,2007,85 min,"Crime, Drama, Mystery",6.6,83,31091,$0.49M
tt2056771,A Bigger Splash,2015,125 min,"Drama, Music, Thriller",6.4,74,31087,$1.98M
tt0110008,Pom Poko,1994,119 min,"Animation, Comedy, Drama",7.3,77,31079,NA
tt10701074,Ponniyin Selvan: I,2022,167 min,"Action, Adventure, Drama",7.8,NA,31070,NA
tt6095472,Angry Birds 2: Der Film,2019,97 min,"Animation, Action, Adventure",6.4,60,31062,$41.66M
tt8114980,Willy's Wonderland,2021,88 min,"Action, Comedy, Horror",5.5,44,31029,NA
tt0380623,Der perfekte Mann,2005,100 min,"Comedy, Family, Romance",5.4,27,31017,$16.25M
tt1714210,Weekend,2011,97 min,"Drama, Romance",7.6,81,31004,$0.46M
tt2438644,Erbarmen,2013,96 min,"Crime, Drama, Mystery",7.2,62,30984,NA
tt1894476,How I Live Now,2013,101 min,"Action, Adventure, Drama",6.4,57,30982,$0.06M
tt0053946,Wer den Wind sät,1960,128 min,"Biography, Drama, History",8.1,75,30978,NA
tt0105415,Singles - Gemeinsam einsam,1992,99 min,"Comedy, Drama, Music",6.7,71,30959,$18.47M
tt10152736,Thalaivi,2021,153 min,"Biography, Drama",5.9,NA,30948,NA
tt0071411,"Uzala, der Kirgise",1975,142 min,"Adventure, Biography, Drama",8.2,NA,30941,NA
tt6987770,Destination Wedding,2018,87 min,"Comedy, Drama, Romance",6,46,30931,NA
tt0099739,Hard to Kill,1990,96 min,"Action, Crime, Drama",5.8,41,30922,$47.41M
tt1082886,The Wackness - Verrückt sein ist relativ,2008,99 min,"Comedy, Drama, Romance",6.9,61,30920,$2.08M
tt1731697,The Lords of Salem,2012,101 min,"Horror, Thriller",5.2,57,30919,$1.16M
tt3721964,Gringo,2018,111 min,"Action, Comedy, Crime",6.1,46,30901,$4.97M
tt0758742,Death Note,2006,126 min,"Crime, Drama, Fantasy",7.5,NA,30898,NA
tt0213890,Denn meine Liebe ist unsterblich,2000,216 min,"Musical, Drama, Romance",7,NA,30888,NA
tt0044121,Das Ding aus einer anderen Welt,1951,87 min,"Horror, Sci-Fi",7.1,NA,30855,NA
tt6535880,Halloween Haunt,2019,92 min,"Horror, Thriller",6.3,69,30841,NA
tt1646980,The Double - Eiskaltes Duell,2011,98 min,"Action, Crime, Drama",5.9,37,30841,NA
tt0114857,Virtuosity,1995,106 min,"Action, Crime, Sci-Fi",5.5,39,30828,$24.05M
tt0114011,Now & Then - Damals und heute,1995,102 min,"Comedy, Drama, Romance",6.8,50,30827,$27.40M
tt0203755,Eine Nacht bei McCool's,2001,93 min,"Comedy, Crime",6.2,46,30808,$6.29M
tt0463872,Asterix bei den Olympischen Spielen,2008,116 min,"Adventure, Comedy, Family",5.2,NA,30801,$1.00M
tt0025878,Der dünne Mann,1934,91 min,"Comedy, Crime, Mystery",7.9,86,30795,NA
tt0061452,Casino Royale,1967,131 min,Comedy,5,48,30792,NA
tt0118845,Glücklich vereint,1997,96 min,"Drama, Romance",7.7,70,30738,$0.19M
tt0082869,Outland - Planet der Verdammten,1981,109 min,"Action, Crime, Sci-Fi",6.6,48,30735,$17.37M
tt0133189,Punk!,1998,97 min,"Comedy, Drama, Music",7.4,50,30727,$0.30M
tt0450340,Unknown,2006,85 min,"Crime, Drama, Mystery",6.4,44,30717,$0.14M
tt0053619,Die mit der Liebe spielen,1960,144 min,"Drama, Mystery, Romance",7.8,NA,30688,NA
tt0066765,Monty Python's wunderbare Welt der Schwerkraft,1971,88 min,Comedy,7.5,NA,30657,NA
tt13456318,Überredung,2022,108 min,"Drama, Romance",5.8,42,30648,NA
tt2537176,I Spit on Your Grave 2,2013,106 min,"Horror, Thriller",5.7,NA,30648,$0.00M
tt0111127,Serial Mom - Warum läßt Mama das Morden nicht?,1994,95 min,"Comedy, Crime, Thriller",6.8,64,30626,$7.88M
tt1934231,Delhi Belly,2011,103 min,"Action, Comedy, Crime",7.5,66,30615,$1.53M
tt1149361,Micmacs - Uns gehört Paris!,2009,105 min,"Action, Comedy, Crime",7.1,62,30606,$1.26M
tt0482546,Die zauberhafte Welt der Beatrix Potter,2006,88 min,"Biography, Drama, Romance",7,57,30601,$2.98M
tt1540128,Kiss the Coach,2012,105 min,"Comedy, Romance, Sport",5.7,27,30579,$13.10M
tt2203308,Aashiqui 2,2013,132 min,"Drama, Music, Musical",7,NA,30570,NA
tt0424205,Merry Christmas,2005,116 min,"Drama, History, Music",7.7,70,30563,$1.05M
tt7268738,Murali - Wie der Blitz,2021,158 min,"Action, Comedy, Drama",7.8,NA,30512,NA
tt6218358,Calibre - Weidmannsunheil,2018,101 min,"Drama, Thriller",6.8,76,30499,NA
tt0120609,The Big Hit,1998,91 min,"Action, Comedy, Crime",6,31,30497,$27.05M
tt0089941,Runaway Train,1985,111 min,"Action, Adventure, Drama",7.2,67,30496,$7.94M
tt0381966,Creep,2004,85 min,"Horror, Mystery, Thriller",5.6,NA,30495,NA
tt11127680,Boiling Point,2021,92 min,"Drama, Thriller",7.5,73,30494,NA
tt0075066,Inspektor Clouseau - Der beste Mann bei Interpol,1976,103 min,"Comedy, Crime",7.2,60,30477,$33.83M
tt0790604,Blendende Weihnachten,2006,93 min,"Comedy, Family",5,28,30469,$35.09M
tt0331953,Club Mad,2004,104 min,"Comedy, Horror, Mystery",5.6,45,30460,$4.99M
tt0036855,Das Haus der Lady Alquist,1944,114 min,"Crime, Drama, Mystery",7.8,78,30457,NA
tt9477520,Asuran,2019,141 min,"Action, Drama",8.4,NA,30447,NA
tt0203230,Zähl auf mich,2000,111 min,Drama,7.5,85,30428,$9.18M
tt0065063,"Woody, der Unglücksrabe",1969,85 min,"Comedy, Crime",7.2,67,30420,$0.72M
tt0097499,Heinrich V.,1989,137 min,"Biography, Drama, History",7.5,83,30413,$10.16M
tt9812474,Lamb,2021,106 min,"Drama, Fantasy, Horror",6.3,68,30405,NA
tt0116905,Lone Star,1996,135 min,"Drama, Mystery, Western",7.4,78,30374,$13.27M
tt2071550,Open Grave,2013,102 min,"Horror, Mystery, Sci-Fi",6.2,33,30367,NA
tt0081534,Ein tödlicher Traum,1980,103 min,"Drama, Fantasy, Romance",7.2,29,30360,$9.71M
tt1424797,I Killed My Mother,2009,96 min,"Drama, Romance",7.4,77,30337,NA
tt4995776,The Red Sea Diving Resort,2019,129 min,"Drama, History, Thriller",6.6,NA,30317,NA
tt5956100,Tiger Zinda Hai,2017,161 min,"Action, Adventure, Thriller",5.9,NA,30295,$5.56M
tt7137380,Destroyer,2018,121 min,"Action, Crime, Drama",6.2,62,30279,$1.53M
tt0411272,Public Enemy No. 1 - Todestrieb,2008,133 min,"Action, Biography, Crime",7.4,72,30275,$0.28M
tt0089560,Die Maske,1985,120 min,"Biography, Drama",7.2,73,30250,$48.23M
tt0160009,The Art of War,2000,117 min,"Action, Adventure, Crime",5.7,30,30248,$30.21M
tt1474276,Summer Wars,2009,114 min,"Animation, Action, Adventure",7.4,63,30241,$0.08M
tt0095690,"Pizza, Pizza",1988,104 min,"Comedy, Drama, Romance",6.3,60,30213,$12.79M
tt2452254,Die Wolken von Sils Maria,2014,124 min,Drama,6.8,79,30206,$1.81M
tt0101026,Feßle mich!,1989,101 min,"Comedy, Crime, Drama",7,55,30181,$4.09M
tt1481572,Happythankyoumoreplease,2010,100 min,"Comedy, Drama, Romance",6.7,45,30179,$0.22M
tt0209077,Ken Park,2002,93 min,Drama,5.8,NA,30144,NA
tt0106332,"Lebewohl, meine Konkubine",1993,171 min,"Drama, Music, Romance",8.1,83,30144,$5.22M
tt2167266,Spuren,2013,112 min,"Adventure, Biography, Drama",7.1,78,30135,$0.51M
tt0103859,Boomerang,1992,117 min,"Comedy, Drama, Romance",5.6,45,30115,$70.10M
tt0119695,Money Talks - Geld stinkt nicht,1997,97 min,"Action, Comedy, Crime",6.2,NA,30108,$41.07M
tt0236784,Der Schneider von Panama,2001,109 min,"Comedy, Drama, Thriller",6.1,66,30069,$13.73M
tt0897361,"Ich weiß, wer mich getötet hat",2007,106 min,"Horror, Mystery, Thriller",3.6,16,30054,$7.50M
tt3722070,The Lady in the Van,2015,104 min,"Biography, Comedy, Drama",6.7,70,30051,$10.02M
tt1401143,A Christmas Tale - Rare Exports,2010,84 min,"Adventure, Fantasy, Horror",6.6,71,30050,$0.26M
tt0048281,Ladykillers,1955,91 min,"Comedy, Crime",7.6,91,30027,NA
tt1431181,Another Year,2010,129 min,"Comedy, Drama",7.4,80,30018,$3.21M
tt2094018,Hours - Wettlauf gegen die Zeit,2013,97 min,"Drama, Thriller",6.3,55,30006,NA
tt0107501,Der Mann ohne Gesicht,1993,115 min,Drama,6.7,62,30003,$24.76M
tt6436726,7500,2019,93 min,"Action, Drama, Thriller",6.3,58,29990,NA
tt0053976,Die Jungfrauenquelle,1960,89 min,Drama,8.1,NA,29987,$1.53M
tt0055824,Ein Köder für die Bestie,1962,106 min,"Drama, Thriller",7.7,76,29984,NA
tt2987732,Fack ju Göhte,2013,119 min,Comedy,6.9,NA,29984,NA
tt0067756,Lautlos im Weltraum,1972,89 min,"Drama, Sci-Fi",6.6,67,29974,$0.69M
tt0067866,El Topo,1970,125 min,"Drama, Western",7.2,65,29960,$0.04M
tt0120841,Species 2,1998,93 min,"Action, Horror, Sci-Fi",4.5,19,29951,$19.17M
tt0101775,Mein böser Freund Fred,1991,103 min,"Comedy, Drama, Fantasy",5.9,25,29949,$43.88M
tt0361467,Bekenntnisse einer Highschool-Diva,2004,89 min,"Comedy, Family, Music",4.6,33,29941,$29.33M
tt0462519,Der Date Profi,2006,100 min,Comedy,5.9,44,29939,$17.80M
tt5764096,Hindi Medium,2017,132 min,"Comedy, Drama",7.8,NA,29937,NA
tt0119215,Good Burger - Die total verrückte Burger-Bude,1997,95 min,"Comedy, Family",5.7,41,29923,$23.69M
tt0270980,Partyalarm - Finger weg von meiner Tochter,2003,86 min,"Comedy, Romance",4.7,15,29919,$15.55M
tt0107438,Kuck' mal wer da jetzt spricht!,1993,96 min,"Comedy, Family, Romance",4.4,26,29918,$10.34M
tt0308152,Dead End,2003,85 min,"Adventure, Horror, Mystery",6.5,NA,29916,NA
tt6285944,The Banker,2020,120 min,"Biography, Drama",7.3,59,29914,NA
tt0120633,Zivilprozeß,1998,115 min,Drama,6.6,68,29907,$56.70M
tt2479800,Palo Alto,2013,100 min,Drama,6.2,69,29891,$0.75M
tt1821700,Waar,2013,130 min,"Action, Crime, Drama",7.5,NA,29887,NA
tt8960382,Radhe Shyam,2022,138 min,"Drama, Romance",5.3,NA,29879,NA
tt0104466,Ehemänner und Ehefrauen,1992,108 min,"Comedy, Drama, Romance",7.5,84,29871,$10.56M
tt0176269,Universal Soldier - Die Rückkehr,1999,83 min,"Action, Sci-Fi",4.2,24,29836,$10.43M
tt0120797,Turbulenzen - und andere Katastrophen,1999,124 min,"Comedy, Drama, Romance",6,47,29794,$8.41M
tt3503406,Lügenspiel,2016,93 min,"Crime, Drama, Mystery",6.2,46,29789,NA
tt0454919,Pulse - Du bist tot bevor du stirbst!,2006,90 min,"Horror, Sci-Fi, Thriller",4.7,27,29788,$20.26M
tt0113419,Der Indianer im Küchenschrank,1995,96 min,"Drama, Family, Fantasy",6,58,29784,$35.62M
tt0107007,Gettysburg,1993,271 min,"Drama, History, War",7.6,NA,29783,$10.77M
tt0101516,Bugsy,1991,136 min,"Biography, Crime, Drama",6.8,80,29776,$49.11M
tt0031885,Die Spielregel,1939,110 min,"Comedy, Drama",7.9,98,29766,NA
tt0110638,Nell,1994,112 min,Drama,6.5,60,29764,$33.68M
tt1018785,Eine für 4 - Unterwegs in Sachen Liebe,2008,119 min,"Comedy, Drama, Romance",6.2,63,29762,$44.09M
tt1422136,A Lonely Place to Die - Todesfalle Highlands,2011,99 min,"Action, Adventure, Crime",6.2,NA,29761,NA
tt0115624,Barb Wire,1996,98 min,"Action, Sci-Fi",3.5,40,29741,$3.79M
tt0037017,Das Rettungsboot,1944,97 min,"Drama, War",7.6,78,29722,NA
tt0120751,Mein großer Freund Joe,1998,114 min,"Action, Adventure, Family",5.7,51,29716,$50.63M
tt0091557,Mosquito Coast,1986,117 min,"Adventure, Drama, Thriller",6.6,51,29699,$14.30M
tt5929754,Wildlife,2018,105 min,Drama,6.8,80,29695,$1.03M
tt0120094,Selena - Ein amerikanischer Traum,1997,127 min,"Biography, Drama, Music",6.8,67,29672,$35.42M
tt0218817,Startup,2001,108 min,"Action, Crime, Drama",6.1,31,29670,$10.97M
tt0488604,The Oxford Murders,2008,108 min,"Crime, Horror, Mystery",6.1,NA,29668,$0.00M
tt0090190,Atomic Hero,1984,82 min,"Action, Comedy, Horror",6.2,42,29639,NA
tt0098546,UHF - Sender mit beschränkter Hoffnung,1989,97 min,"Comedy, Sci-Fi",6.9,32,29635,$6.16M
tt0082031,Arthur: Kein Kind von Traurigkeit,1981,97 min,"Comedy, Romance",6.9,69,29590,$95.46M
tt3108894,The Tender Bar,2021,106 min,Drama,6.7,53,29576,NA
tt1600524,Herzensbrecher,2010,101 min,"Drama, Romance",7.1,70,29574,$0.06M
tt9340860,Let Him Go,2020,113 min,"Crime, Drama, Thriller",6.7,63,29570,NA
tt0118111,Wenn Guffman kommt,1996,84 min,Comedy,7.4,71,29555,$2.92M
tt11998558,Varisu,2023,169 min,"Action, Drama",6.6,NA,29549,NA
tt0430634,Rebell in Turnschuhen,2006,103 min,"Comedy, Drama, Sport",6.3,53,29549,$26.87M
tt3149038,A Brilliant Young Mind,2014,111 min,"Drama, Romance",7.1,65,29543,$0.14M
tt9851854,Major,2022,150 min,"Action, Biography, Drama",8.2,NA,29542,NA
tt0457572,Fido,2006,93 min,"Comedy, Drama, Horror",6.7,70,29539,$0.30M
tt0120008,The Replacement Killers - Die Ersatzkiller,1998,87 min,"Action, Crime, Thriller",6.1,42,29535,$18.97M
tt2091256,Captain Underpants - Der supertolle erste Film,2017,89 min,"Animation, Action, Adventure",6.2,69,29531,$73.92M
tt0100436,Hart auf Sendung,1990,102 min,"Comedy, Drama, Music",7.2,77,29523,$11.54M
tt0200027,Unterwegs mit Jungs,2001,132 min,"Biography, Comedy, Drama",6.5,43,29522,$30.17M
tt0310203,Ruby & Quentin - Der Killer und die Klette,2003,85 min,"Comedy, Crime",7.1,NA,29521,NA
tt0065234,Z - Anatomie eines politischen Mordes,1969,127 min,"Crime, Drama, Thriller",8.2,86,29516,$0.08M
tt0338135,Die Invasion der Barbaren,2003,99 min,"Comedy, Crime, Drama",7.5,70,29516,$3.43M
tt0995031,Bhool Bhulaiyaa,2007,159 min,"Comedy, Horror, Mystery",7.4,NA,29505,$1.07M
tt0067588,Sadistico - Wunschkonzert für einen Toten,1971,102 min,"Drama, Thriller",6.9,78,29501,$11.80M
tt0217630,Loser - Auch Verlierer haben Glück,2000,98 min,"Comedy, Romance",5.3,35,29499,$15.62M
tt1160368,Zwölf Runden,2009,108 min,"Action, Crime, Thriller",5.6,38,29480,$12.23M
tt1127896,Taking Woodstock - Der Beginn einer Legende,2009,120 min,"Biography, Comedy, Drama",6.7,55,29475,$7.44M
tt0164538,Von ganzem Herzen,1998,144 min,"Drama, Romance",7.5,NA,29472,NA
tt0325655,The Eye - Mit den Augen einer Toten,2002,99 min,"Fantasy, Horror, Mystery",6.7,66,29461,$0.50M
tt0116361,Freeway,1996,102 min,"Crime, Drama, Thriller",6.8,61,29447,$0.30M
tt5825380,Wonder Wheel,2017,101 min,"Drama, Romance",6.2,45,29442,$1.40M
tt0106950,Fortress - Die Festung,1992,95 min,"Action, Crime, Sci-Fi",5.9,48,29406,$6.74M
tt1412528,Table 19: Liebe ist fehl am Platz,2017,87 min,"Comedy, Drama, Romance",5.8,40,29405,$3.61M
tt1441953,Testament of Youth,2014,129 min,"Biography, Drama, History",7.2,76,29387,$1.82M
tt0110364,Kleine Giganten,1994,107 min,"Comedy, Family, Sport",6.4,NA,29384,$19.29M
tt4196848,Mr. Church,2016,104 min,"Comedy, Drama",7.6,37,29372,$0.69M
tt2980794,Highway,2014,133 min,"Crime, Drama, Romance",7.6,40,29350,$0.53M
tt3278330,Das Märchen der Märchen,2015,134 min,"Drama, Fantasy, Horror",6.4,72,29349,$0.08M
tt0119942,Mit aller Macht,1998,143 min,"Comedy, Drama",6.7,70,29346,$38.97M
tt8954732,Prinzessinnentausch,2018,101 min,"Comedy, Drama, Family",6,NA,29339,NA
tt1247690,Serena,2014,109 min,"Drama, History, Romance",5.4,36,29337,$0.18M
tt0076162,Hausu,1977,88 min,"Comedy, Horror",7.3,NA,29334,NA
tt0051207,Der falsche Mann,1956,105 min,"Drama, Film-Noir",7.4,83,29315,NA
tt0077713,Ich spuck' auf dein Grab,1978,101 min,"Horror, Thriller",5.6,19,29314,NA
tt6269368,The Clovehitch Killer,2018,109 min,"Crime, Drama, Mystery",6.5,59,29312,$0.01M
tt3395184,Spring: Love is a Monster,2014,109 min,"Horror, Romance, Sci-Fi",6.7,70,29307,$0.05M
tt0099005,Air America,1990,113 min,"Action, Comedy, War",5.8,33,29303,$31.05M
